x rho vx vy vz p Bx By Bz E
5.053710937500000000e-02 1.250000000000000000e-01 1.600638895714044710e-16 -2.451933832628366589e-16 9.754644692214804280e-142 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 3.448787704965226145e-142 8.812499999999998668e-01
5.102539062500000000e-02 1.250000000000000000e-01 -5.377702842325647618e-17 -8.056347831505498878e-16 -4.382905122325002950e-141 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -1.549590966646632723e-141 8.812499999999998668e-01
5.151367187500000000e-02 1.250000000000000000e-01 -3.069704206599242130e-16 5.059541047074323142e-16 -1.768289988278523587e-140 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -6.251849209080125423e-141 8.812499999999998668e-01
5.200195312500000000e-02 1.250000000000000000e-01 1.895942428290973530e-16 1.131134902216235350e-16 -2.458366920845691787e-140 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -8.691639601873413328e-141 8.812499999999998668e-01
5.249023437500000000e-02 1.250000000000000000e-01 1.802646685862899565e-16 -8.277732762443796278e-18 3.079678979698452934e-140 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 1.088830945211221754e-140 8.812499999999998668e-01
5.297851562500000000e-02 1.250000000000000000e-01 8.371209721825043956e-18 1.970625371031804728e-17 2.234041149168689683e-139 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 7.898528230134840985e-140 8.812499999999998668e-01
5.346679687500000000e-02 1.250000000000000000e-01 5.705127234568292153e-17 -1.478955332129633037e-16 4.491727649273745839e-139 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 1.588065540022287936e-139 8.812499999999998668e-01
5.395507812500000000e-02 1.250000000000000000e-01 -2.786193991853383525e-17 -9.068258493869400442e-16 1.164925517367693021e-141 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 4.118633664539356056e-142 8.812499999999998668e-01
5.444335937500000000e-02 1.250000000000000000e-01 -5.662804280553542568e-16 -3.230321929749868031e-16 -2.503181104828711688e-138 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -8.850081668812083017e-139 8.812499999999998668e-01
5.493164062500000000e-02 1.250000000000000000e-01 -1.225966555472252478e-15 6.421731254247257382e-16 -6.968313573003255381e-138 9.999999999999986677e-02 7.500000000000000000e-01 -1.000000000000000000e+00 -2.463670890452432209e-138 8.812499999999998668e-01
